app_id,app_name,reviewId,userName,score,content,sentiment_label,contradiction_type,at
ai.turbolearn,Turbo AI - Notetaker,13d347b2-1415-4416-9204-459c350b200f,Uzma satti,1,good but we are supposed to purchase it.,positive,positive_text_low_score,2026-01-30 10:22:11
ai.turbolearn,Turbo AI - Notetaker,d9e67c24-8742-4be9-b949-f25b77bb9246,Andu Dawit,2,good,positive,positive_text_low_score,2026-01-29 10:19:04
ai.turbolearn,Turbo AI - Notetaker,b537aecf-9b29-4dca-9290-c7d6ea3edeaa,Media Team,1,it's good,positive,positive_text_low_score,2026-01-27 11:57:48
ai.turbolearn,Turbo AI - Notetaker,97a923ee-c936-4c43-8abd-bf5a5efaa13d,Sumedha Chakrabarti,2,"lt has helped a lot with my work, BUT, it is not generating notes and us telling me to pay, but after the app recommendation from social media, l used to think that it was free, but it is DEFINITELY NOT FREE... The app was really VERY HELPFUL TO ME, but l am a bit disappointed with it right now.",positive,positive_text_low_score,2026-01-26 12:35:39
ai.turbolearn,Turbo AI - Notetaker,cbf4f073-17ae-4389-9b4d-b701dd71559a,Sudikshya Karki,1,it's very good to learn here.,positive,positive_text_low_score,2026-01-25 09:06:01
ai.turbolearn,Turbo AI - Notetaker,b84c2958-3ffa-4d61-969b-7a1879bc46c0,Zhe Zhe,2,"it's good, but after paying for unlimited access, you start getting restricted on how much quiz you can generate, please fix this...",positive,positive_text_low_score,2026-01-23 19:34:35
ai.turbolearn,Turbo AI - Notetaker,3f926533-8a6d-4a18-8f47-bbb232bcc6ac,S.J. Vaelis,2,"I like the app, it helps students easier with their studies and it is mostly recommended. BUT I dislike it that you need to pay after uploading 1 file or link, much less the pay was BIG. is it recommended and a wonderful study and notetaking app? yes. but is it friendly? kinda and a no. is it budget friendly? DEFINITELY NOT",positive,positive_text_low_score,2026-01-23 00:25:58
ai.turbolearn,Turbo AI - Notetaker,4c7c581d-f62c-42a0-b271-94168e41ecd8,Sameep Lamichhane,1,good,positive,positive_text_low_score,2026-01-20 17:50:17
ai.turbolearn,Turbo AI - Notetaker,0ee6c6b8-cd84-4d20-8b37-1ab4324ae741,Namita Saha,2,best,positive,positive_text_low_score,2026-01-19 08:37:55
ai.turbolearn,Turbo AI - Notetaker,08e0a557-8447-4e25-acdf-0ca62a097dc8,Abhiraj Gupta,1,best,positive,positive_text_low_score,2026-01-18 18:41:28
ai.turbolearn,Turbo AI - Notetaker,825b64ed-49fb-4cdd-bd3b-e103034052c0,Jyoti Bhatt,4,The premium is a bit of a problem as it literally stops working without additional charges,negative,negative_text_high_score,2026-01-18 17:02:00
ai.turbolearn,Turbo AI - Notetaker,0047f48d-4a61-4bc1-8cd7-ddbc0ccf1691,moline mboya,1,"I've not used it but lemme hope for the best,I'll give out the remaining four Stars after results",positive,positive_text_low_score,2026-01-18 14:02:28
ai.turbolearn,Turbo AI - Notetaker,1464dec3-69f5-49a9-b801-b05aba05c6fa,Megan Chesterton,2,"its a very useful app but once I only added 1 document to makes notes it told me I had to pay for a plan to add anything else. disappointed their ""free plan"" 😕",positive,positive_text_low_score,2026-01-17 01:35:32
ai.turbolearn,Turbo AI - Notetaker,0c330775-9957-43ae-a2b9-504e705a13f7,Nwabugwu Sheria,1,I feel good about turbo ai,positive,positive_text_low_score,2026-01-16 21:42:15
ai.turbolearn,Turbo AI - Notetaker,1b2b0582-e981-4cf3-8d8f-4463c0eb5637,umer and dua,2,I just open this app and this give me good answers,positive,positive_text_low_score,2026-01-16 16:06:50
ai.turbolearn,Turbo AI - Notetaker,1ca2b4b2-0926-43a8-aceb-c243c94ce9d4,Saif Raza,1,good,positive,positive_text_low_score,2026-01-16 05:26:48
ai.turbolearn,Turbo AI - Notetaker,a3954551-b04e-46f0-8c99-b18740d1fa05,Saana Khan,1,It's a good application but it only allows you to use it once before asking for premium. The premium costs 3999/year and 600 something per month. It should be a considerable price as it's made for students.,positive,positive_text_low_score,2026-01-15 13:54:49
ai.turbolearn,Turbo AI - Notetaker,cdf61640-57df-4981-b94b-cecd2fb75069,Danah Kim,1,"I loved this app, but it only gives you one free trial before needing to pay, as a middle schooler, I can't pay, unless my parents say so, and they are picky, so when I try I can't use it, it will just put me on the 3day free trail, and then needing to pay, the first trial was a decent experience, I got my quiz correct, but after I tried to record again but I needed to pay, I'm using gauth, but now I just got two questions on a four question quiz wrong! I do not know which app to use anymore.",positive,positive_text_low_score,2026-01-15 03:03:22
ai.turbolearn,Turbo AI - Notetaker,22385a29-7791-494a-b659-390cc15fa472,SAI varanasi,2,good 👍🏻,positive,positive_text_low_score,2026-01-14 14:52:08
ai.turbolearn,Turbo AI - Notetaker,4345be65-5ecf-4f0f-ad1a-8d2fbea5e224,lan ramon,1,it's a great app,positive,positive_text_low_score,2026-01-13 03:55:58
ai.turbolearn,Turbo AI - Notetaker,4b6125b0-74be-46a5-8ba5-2a33678b9123,GAME progress,4,the app is not bad actually it really helps,negative,negative_text_high_score,2026-01-11 17:54:08
ai.turbolearn,Turbo AI - Notetaker,da442889-aaba-4697-95f4-16e97dc31979,Phindulo Makhani,4,It's not bad it also make notes for you to understand the topic,negative,negative_text_high_score,2026-01-11 15:20:27
com.aisense.otter,OtterAI Transcribe Voice Notes,7eaab9ed-874b-40c6-b251-c444aec06a71,bruce lambert,1,"at one point in time, a great program. But customer service has become non-existant. Sorry, just not worth the headache any more....",positive,positive_text_low_score,2026-01-26 17:12:22
com.aisense.otter,OtterAI Transcribe Voice Notes,4c519b77-a14b-46bd-ba2d-e8494cf9a798,Maziar Arbaban,1,"not helpful for the interna call, I wish I could cancel it",positive,positive_text_low_score,2026-01-11 20:54:30
com.aisense.otter,OtterAI Transcribe Voice Notes,9e3f0507-04bb-4627-a92e-7a0b61dd196b,Alex M,1,Requires too many distracting interactions. It's not instant nor inntuituve. Not useful for mobile efficiency,positive,positive_text_low_score,2025-12-18 12:29:02
com.aisense.otter,OtterAI Transcribe Voice Notes,b5903edb-3a60-4b40-9957-e6b4a851ad8a,Carey Vandenberg,4,"I've used Otter and occasionally check to see if there is a better option. Reason being is sometimes the audio is so far off of the text in matching. My biggest issue now is when I am in a weaker cell range, Part and sometimes most of the meeting doesn't get recorded. Isn't there a way of the audio going to my phone's internal storage during this time?",negative,negative_text_high_score,2025-12-12 21:42:41
com.aisense.otter,OtterAI Transcribe Voice Notes,7856ce39-4be6-4b69-b603-b47ca14ce6a3,Sam Mihalache,1,"I couldn't even edit the title of my potential first recording. I closed the app and tried again, it wouldn't allow me to record. I uninstalled it instantly. Not a good experience.",positive,positive_text_low_score,2025-11-10 16:36:03
com.aisense.otter,OtterAI Transcribe Voice Notes,26d87167-c9af-444f-850f-c05959340404,Janel Sturzen,1,The list of things that you can't do without paying is a good deal more extensive than is listed in details on the Play store.,positive,positive_text_low_score,2025-10-26 18:52:20
com.aisense.otter,OtterAI Transcribe Voice Notes,e52f5c7e-6d25-48c0-8e2b-a1b79926bdc0,Noah Eye,1,20 hours a month for $20. crazy crazy ripoff. there are other just as good services.,positive,positive_text_low_score,2025-10-24 04:04:03
com.aisense.otter,OtterAI Transcribe Voice Notes,266f1211-60bd-4f9c-92d5-69a2c19e0587,S K Puneeth Kumar,1,Awesome app. It has dark mode. It provides 600 mins for free. Failed to recognise KANNADA audio recording,positive,positive_text_low_score,2025-10-09 13:16:48
com.aisense.otter,OtterAI Transcribe Voice Notes,37e1bc62-1956-4f6e-aeb3-9a6e79d5779d,Jennifer S,1,Like the idea of this app for making voice notes but seems to be a 50/50 if the note will actually be recorded. Would not recommend.,positive,positive_text_low_score,2025-10-09 11:39:05
com.aisense.otter,OtterAI Transcribe Voice Notes,ff2a3d09-f17c-4bd3-ae13-516c5e11bb7a,Mariam,2,"I love the AI transcription tool in this so much and the little summaries it gives. However, I can not believe it offers only 10 imports month for the pro plan?? I mean, the amount of minutes is reasonable, but with this very few number of files I can import?! At the same time, I don't need all the perks for the business plan.. This is literally the only reason why I had to go with the other AI transcription tool",positive,positive_text_low_score,2025-10-01 18:14:25
com.aisense.otter,OtterAI Transcribe Voice Notes,240462af-a4dd-457f-9c04-ecb4e522ea8f,bradlee sargent,4,I've had a problem with live notes sometimes I click record I'm recording a note and then it's supposed to be finished but then it's still live when I click on it in the web there's no way to turn off the live recording so I don't know what to do about that,negative,negative_text_high_score,2025-09-23 15:35:07
com.aisense.otter,OtterAI Transcribe Voice Notes,b328e67e-3fca-4094-9651-6881e5a89c87,Jason Winn,1,"Great idea six years ago, now the app regularly (as in most times) misplaces the recording. Wholly unreliable. Screen on phone says I have 2hr37min of recording, but export the audio file and I get 9 minutes of recording.",positive,positive_text_low_score,2025-09-16 10:59:59
com.aisense.otter,OtterAI Transcribe Voice Notes,e806ff7f-11e8-4e28-b152-794f6cb3dab7,Sarah Khavari,5,"Although the transcription isn't always accurate and there can be errors when editing the transcript that don't seem fixable, it's cool to be able to directly go to a word and hear the recording from exactly that point in time. And I like that as the person talks it highlights each word.",negative,negative_text_high_score,2025-09-01 00:57:03
com.aisense.otter,OtterAI Transcribe Voice Notes,1e83462b-2b99-4c86-8f98-3ead4a358ba0,Alex,1,I have been using this app on my iPhone and the summary after the meetings were great. now of the android OS the same feature isn't there and there isn't a way to add AI Smart Summary. I'm going to have to try a different app.,positive,positive_text_low_score,2025-08-19 01:40:49
com.aisense.otter,OtterAI Transcribe Voice Notes,c3359903-515e-4ee2-af69-bbd96c44271d,Jim McDonald,1,"used to be good. linguistics learning model is old and can't recognize basic words. also appears to be no way to stop it from being connected to my calendar. I've tried everything and it still tries to listen to all my meetings. uninstalling. no, this app is now officially evil. cancelled my account. uninstalled app and yet it still tries to record all my events. NEVER INSTALL THIS APP",positive,positive_text_low_score,2025-08-18 22:25:01
com.aisense.otter,OtterAI Transcribe Voice Notes,51a3b93f-cebe-4851-bf31-b0a81e90c183,Jami R.,2,"used to be wonderful! Not so much now. My last 3 meetings, it says it's recording, however, when I go back to it the next day, it tells me that there is no audio or it's unavailable. No transcription OR audio?! But the website version works fine...just not the app?! I didn't want to have to go to the old school recorder route, but I may have to simply because I can't have these kinds of mistakes for my job. I only gave this a 2 star because at least the website still works...",positive,positive_text_low_score,2025-08-15 14:52:31
com.aisense.otter,OtterAI Transcribe Voice Notes,07775dd0-81be-4dbb-8e3a-b9d61b45fe0e,Manish Goel,1,tried with one file after 10 Min the file was still getting processed. didn't find useful,positive,positive_text_low_score,2025-08-09 11:30:00
com.aisense.otter,OtterAI Transcribe Voice Notes,fed990c7-ffe6-430a-a66c-069fcb6364d8,Mark Zampano,2,so far this app does not work on my phone. I have to go to school and this app needs to work because I don't take good notes at all.,positive,positive_text_low_score,2025-08-03 18:12:14
com.aisense.otter,OtterAI Transcribe Voice Notes,e60cf7c6-6c28-45e8-ac50-f8bbefae1cec,senthil kumar,1,good,positive,positive_text_low_score,2025-08-02 19:45:44
com.aisense.otter,OtterAI Transcribe Voice Notes,3a93921a-42f7-486d-a77c-4e57c9ae5969,J P,1,"when I first started using otter five-ish years ago, it was a shining star. It reliably transcribed meetings, identified different speakers reliably, recognized words spoken with different accents well enough. Over the last few years, it's gone downhill. It's no longer reliable. I'm paying over $100 a year for this. How good is that AI summary you're getting, when the software can't give a reliable transcript of a meeting?",positive,positive_text_low_score,2025-07-16 15:48:27
com.aisense.otter,OtterAI Transcribe Voice Notes,0daaf3ab-c429-4ca9-9226-48ad1aeebe29,Jasurbek Norboyev,2,good but this app gets to make lots of mistaces,positive,positive_text_low_score,2025-06-29 12:03:29
com.aisense.otter,OtterAI Transcribe Voice Notes,7cf13724-868a-411e-a9e6-5812b3d25eba,Zachary Moon,5,"97% of the time works really well. Sometimes there's issues with scrolling to the desired point of a meeting, sometimes the script will get stuck or skipp relative to the audio. I'd definitely take key takeaways and not be too reliant on the technology in your critical meetings.",negative,negative_text_high_score,2025-06-27 14:34:55
com.aisense.otter,OtterAI Transcribe Voice Notes,090a6945-5dc3-43a2-bd79-f10ea57b51a8,Connie Ezzell,1,"I'm trying different transcribing apps. the first one I tried was ""live transcribe"". I was so shocked at how easy it is to use!!!! definitely user-friendly even a kindergartener could use it. it's wonderful. and is totally free, never a call with unlimited use! I'm not advertising for it I'm just saying. I was told about otter. just downloaded & tried it. omg so complicated, esp compared to live transcribe. and only 3 free uses. do not recommend this app... but it's your decision.",positive,positive_text_low_score,2025-06-18 19:54:27
com.aisense.otter,OtterAI Transcribe Voice Notes,df8776bc-43c3-4b01-9ec0-486845f7764a,Richard Ngowi,4,Not bad,negative,negative_text_high_score,2025-06-12 13:55:58
com.aisense.otter,OtterAI Transcribe Voice Notes,4eae8f83-c753-43a7-926d-f9f703255be8,A,1,"UI is nice and features seemed cool but transcription is absolute garbage. If youre not like all around a stable and laid down on a table phone, nothing will be properly recorded. Uninstalled.",positive,positive_text_low_score,2025-06-05 07:10:52
com.aisense.otter,OtterAI Transcribe Voice Notes,b65d48ba-c64a-4f4c-a372-33f7de30eb03,Yassine Safraoui,1,"I get that you're trying to offer great and a lot of features, but the app is absolutely not usable, at least for my use case, which is, i press a button, you record an audio, i stop the recording, you give me a transcription. there is probably a way to do it but the other features are getting in the way soo much",positive,positive_text_low_score,2025-05-15 18:17:17
com.aisense.otter,OtterAI Transcribe Voice Notes,36e765bf-df9d-4d0c-a51d-6f9888b6e2f4,Jonas Nyirenda,1,can't even upload one 6mb audio file 😪 dissatisfied can't pay if you can't prove your usefulness to me specifically.,positive,positive_text_low_score,2025-04-12 20:27:48
com.aisense.otter,OtterAI Transcribe Voice Notes,32418ec8-d768-4f9d-b6ef-e050398b0dc0,KP,1,"All I wanted was to take voice-to-text notes with timestamps. Otter wanted to invade my entire business life.. and to not provide any solo voice notes. Clearly you have the tech, but you forgot that people have phones in their pockets to do useful things. Solid nope, and uninstalled.",positive,positive_text_low_score,2025-03-28 23:25:09
com.aisense.otter,OtterAI Transcribe Voice Notes,057d8fbd-a4b5-47fd-a256-9a8772919063,Christina,1,"Unreliable, service is nonexistent. Unless you pay for the premium version, of course, but if the free version costs me money as well as hours in time transcribing myself and the customer service response to my ticket makes it a point to tell me that if I had paid I would get resolution faster, that is a 100% turnoff on becoming a paying customer. It's been a week and a half, I still have no response from customer service beyond the confirmation they ""received my request and opened a ticket""",positive,positive_text_low_score,2025-03-25 15:23:20
com.aisense.otter,OtterAI Transcribe Voice Notes,993adced-4773-4a6c-8ea8-a9908610e054,Alex Terbasket,1,I was very hopeful for this app but was extremely not helpful would not upload my recorded meeting and when it did only did part of the meeting I tried for days to get this to work ended up using fireflies in the end.,positive,positive_text_low_score,2025-03-13 03:05:22
com.aisense.otter,OtterAI Transcribe Voice Notes,de2da154-9b57-46b4-b811-92a883baad04,Sandra Fairbrother,1,*Edited to add that I 100% did not turn this on in settings* Avoid. I strongly recommend googling reviews of this app. I downloaded for AI-led voice transcription but it automatically connects to meetings by default. I have a job interview invite on teams today and it automatically joined. Not does this look completely unprofessional of me but it is also potentially a serious data violation of the other participants who did not give permission for this.,positive,positive_text_low_score,2025-02-26 04:29:55
com.aisense.otter,OtterAI Transcribe Voice Notes,218dbc08-41a1-4f38-af42-abd0f95f27f0,Ana Rebello,2,"It is a great app with some functionalities others does not have like include pictures while transcribing and live transcription, persons names, vocabulary and channels, but limitations of languages (needs to include portuguese!!!), not possible in app management of subscription, max time 90 min, and the outrageous reduction of minutes on paid Pro subscription is making me think about not renew it. Suggestions to improve: add mind map feature (Plaud), soundbites (fireflies), and key points.",positive,positive_text_low_score,2025-02-14 01:34:48
com.aisense.otter,OtterAI Transcribe Voice Notes,709db5a1-48ec-467f-b65d-68d1add44f40,Cass256741,2,"Transcription not great, misses a lot of words and writes the complete wrong thing eg ""that's his daughter"" was transcribed to ""grandaughter""",positive,positive_text_low_score,2025-02-14 00:09:37
com.aisense.otter,OtterAI Transcribe Voice Notes,1e54ee65-9a32-496c-b8d9-e9b3635473ec,The Only Jamie Bourgeois,1,"DEVELOPERS PLEASE READ!!! This is an AMAZING app and is crucial in my projects, but has recently began a behavior that is absolutely DETRIMENTAL to using it. For me to be able to use this app I need to be able to pause, then come back. THE APP HAS STARTED KICKING OFF THE PAUSE WHILE IN THE BACKGROUND. I continuously come to find hours of recording which uses up a lot of time, and the file has reached it's maximum. Started doing this within the last month. Fixed, will switch back to 5 stars! :)",positive,positive_text_low_score,2025-02-13 21:03:52
com.aisense.otter,OtterAI Transcribe Voice Notes,5ceded6f-35be-40f1-b894-db67f602227f,Kate B.,2,"It's a pretty good app, but often loses texts and audio files saying something like ""recording is not available yet"" and it is not ready in days and weeks.",positive,positive_text_low_score,2025-02-13 19:17:13
com.aisense.otter,OtterAI Transcribe Voice Notes,25a8d361-0707-4ba2-bb8b-051391efd910,ed he,1,"I started with a free trial and only needed it for a few months. When I went to cancel the subscription, it was nearly impossible to find. The FAQ was completely unhelpful and incorrect. There was no link to ""Settings"" or anything like it. I finally managed to find the cancellation button but only after clicking on anything and everything to see what I could find. I don't trust an app with such underhanded tactics because what else might they be doing that they refuse to make clear?",positive,positive_text_low_score,2025-02-09 15:01:56
com.aisense.otter,OtterAI Transcribe Voice Notes,05a202cc-40a7-4bf1-88a3-db80a31cf340,Alyssa Van Duyse,5,"This app makes my job so much easier. As a journalist, I can't imagine living without it anymore. I've only encountered one problem in the two years I've been using it, and customer service was able to pull the recording and make it right. A+",negative,negative_text_high_score,2025-01-30 18:31:46
com.aisense.otter,OtterAI Transcribe Voice Notes,d871c041-2fb7-4217-b3ba-b7cd17a93396,Naveen D,1,"I found this app is phenomenal, but this which contain virus, I'm getting repeated popup to uninstall from antivirus app, so I have uninstalled it. Please free from virus then only it's good to use",positive,positive_text_low_score,2025-01-23 16:06:33
com.aisense.otter,OtterAI Transcribe Voice Notes,c60e483c-8bc6-4411-b24f-2cfcf27a1306,Andrew Bruce,1,I was very impressed with this app and was willing to pay the very high price. ($100/year for Pro) I basically use it for 1 meeting a month. I really don't need the transcription any more but kept paying because I wanted to support the app. When I started I got 6000 minutes now 1200 and now it won't transcribe over 90. You are going to lose my $100/yr. Hope it's worth trying to milk your loyal customers dry. I did recommend this app to lots of people. No more!,positive,positive_text_low_score,2025-01-14 05:31:18
com.aisense.otter,OtterAI Transcribe Voice Notes,0dd35361-479b-419e-b0e2-708005c344a0,Larry Austin,1,"I liked this app because it was simple and worked. I signed up for the paid plan, but since then they've added things that I would never use and made the app more complicated and worse at what it used to do well. I'm going back to the unpaid version, which isn't very good anymore either, and hoping that I can get my old recordings backed up.",positive,positive_text_low_score,2025-01-13 01:21:22
com.aisense.otter,OtterAI Transcribe Voice Notes,3c7b024f-7ef9-469a-a269-1c55c4f7a21c,Tunde Akinrinmade,1,"Brilliant until recent updates to app Menu. I'm not sure why the menu had to change, but it's difficult figuring out how to get the app to join a meeting. This was super easy before. Please reevaluate!!!",positive,positive_text_low_score,2025-01-10 01:01:06
com.aisense.otter,OtterAI Transcribe Voice Notes,83995f78-016f-42a5-b92f-0d4fa3d1460f,Alexander James,1,"Stole money from me for months. When I got laid off and lost access to my business email, there was no way for me to log in and end the subscription. Customer service never responded to my help requests. They charged me $20/mo for 4 or 5 months. The only way I was able to cancel my subscription in the end was to close my debit card and get a new one. If you use this service, just know that their customer support is not good.",positive,positive_text_low_score,2025-01-09 00:44:32
com.aisense.otter,OtterAI Transcribe Voice Notes,dc412ea7-6322-48a5-957a-2730e48d21b1,dolla,5,I I hate the Beginning though because like really it takes a while to get the voice recognition up to scratch and the speakers are usually mismatched for the first couple of minutes maybe 20 or 30 minutes worth of meeting time is what I have recorded and this is I I repeat this is my third author AI account because I've used it before in my business I've used it before in my own personal use but I've also,negative,negative_text_high_score,2024-12-19 11:38:45
com.aisense.otter,OtterAI Transcribe Voice Notes,575392ad-a7e6-450d-8a4e-6c76a21767d1,Petite Douceur,1,"Trash, limited recording time does not treat my recording. I don't recommend this app.",positive,positive_text_low_score,2024-11-07 07:49:25
com.aisense.otter,OtterAI Transcribe Voice Notes,bd96c2a0-bf21-4d2c-baa2-4bb02029452c,Diana Yousfi,2,"Free version used to be great! Now, it's holding all my recordings hostage. I can't view them unless I upgrade to the premium version. I can't even download them. OtterAI still lets you record as many things as you like, but then holds on to them to try to bait you to upgrade. You can only view the most recent 25. I'm hoping if I delete the first 25, I will gain access to some of the other ones.",positive,positive_text_low_score,2024-10-11 14:33:16
com.aisense.otter,OtterAI Transcribe Voice Notes,8050727a-6aef-4d29-83c1-be38bcfe38b9,Arun Garodia,1,Not so helpful,positive,positive_text_low_score,2024-09-22 18:07:19
com.aisense.otter,OtterAI Transcribe Voice Notes,fe0f63f9-2226-47c1-aecd-1edc7081e2dd,Anna Athanassiou,1,Excellent app very helpful,positive,positive_text_low_score,2024-09-17 11:47:14
com.aisense.otter,OtterAI Transcribe Voice Notes,592aa082-a067-44e2-86b2-31e9e1cd9fd9,Tom Duckworth,2,"Voice to text seemed good (more accurate than google keep). Negatives; no fast way to export text. Even the pro version says you are limited. Monthly fee for pro is insanely overpriced. Since downloading, Ive received about 10 spam emails from different addresses, which is a bit aggressive considering I havent knowingly signed up to any alerts or marketing email. They've all now been reported as spam.",positive,positive_text_low_score,2024-09-16 20:32:31
com.aisense.otter,OtterAI Transcribe Voice Notes,70d5239d-4b0f-402e-aa64-0aba4ccc197f,18-5H2 K.Naveen Reddy,4,While I'm recording it is taking more time to convert it to text and the converted text was wrong. I'm using it for 1 year but this never happened to me. But now I'm facing this issue. Please solve this issue as soon as possible.,negative,negative_text_high_score,2024-09-06 12:27:36
com.aisense.otter,OtterAI Transcribe Voice Notes,21b6e6b2-47b7-48b3-9ca4-ff262129f0c2,Sandra Canas,4,"Every time I am making a search in this app I feel so frustrated. The app is showing you all the paragraphs in every meeting that have the searched words, but when clicking , the click is not always taking you to the exact paragraph but to the beginning of the meeting. Why is sometimes working and sometimes not? Very bad",negative,negative_text_high_score,2024-09-06 06:25:43
com.aisense.otter,OtterAI Transcribe Voice Notes,70724a5f-ccea-40b8-8a6a-afef3118bd96,Sergei Ribak,2,"My experience is too much for 500 characters I used otter before they became greedy, then 6000 minute is nothing because I am deaf so this was a good transcribe option. I had 2 pro accounts back when they were cheap and gave 6000 minutes. After the price hike I needed 2 business account 1 pro account and 14 free accounts to use. Yes 14 because if the minutes. I found a better option, pixel phone with recorder, it's free transcribe unlimited minute and it's so much better quality",positive,positive_text_low_score,2024-08-30 22:51:03
